time,latitude,longitude,enu_x,enu_y,speed,course,ecg,accX,accY,accZ,gyrX,gyrY,gyrZ,eulR,eulP,eulY,prediction
2393956,,,,,,,,1.9296875,-2.43359375,0.4765625,-0.25,0.205078125,-0.0625,0.296875,-10,1.0078125,0
2393957,,,,,,,,1.75,-2.45703125,0.5625,-0.244140625,0.189453125,-0.0546875,0.140625,-10.0390625,1.0859375,0
2393958,,,,,,,,1.55859375,-2.34375,0.6015625,-0.25,0.189453125,-0.046875,-0.05078125,-9.93359375,1.125,0
2393959,,,,,,,,1.3984375,-2.2109375,0.609375,-0.27734375,0.185546875,-0.083984375,-0.203125,-9.8125,1.125,0
2393960,36.01295583,129.3188088,18.82610318,61.67486202,0,65535,,1.4609375,-2.04296875,0.65234375,-0.037109375,0.216796875,0.048828125,-0.125,-9.66015625,1.16015625,0
2393961,,,,,,,,1.55078125,-1.94921875,0.625,-0.26171875,0.166015625,-0.169921875,-0.01171875,-9.578125,1.125,0
2393962,,,,,,,,1.7421875,-2.08203125,0.6328125,-0.228515625,0.16015625,-0.19140625,0.21875,-9.73828125,1.125,0
2393963,,,,,,,,1.734375,-2.04296875,0.66796875,-0.2109375,0.158203125,-0.189453125,0.21875,-9.6953125,1.16015625,0
2393964,,,,,,,,1.6328125,-1.98828125,0.82421875,-0.1796875,0.1640625,-0.173828125,0.140625,-9.66015625,1.31640625,0
2393965,,,,,,,,1.53515625,-2.01171875,0.9375,-0.14453125,0.181640625,-0.154296875,0.06640625,-9.6953125,1.4296875,0
2393966,,,,,,,,1.328125,-1.91796875,0.984375,-0.126953125,0.1953125,-0.1328125,-0.125,-9.62109375,1.46875,0
2393967,,,,,,,,1.1875,-1.7890625,0.83203125,-0.15625,0.197265625,-0.150390625,-0.2421875,-9.51171875,1.31640625,0
2393968,,,,,,,,1.15234375,-1.75,0.82421875,-0.171875,0.1953125,-0.1640625,-0.27734375,-9.47265625,1.31640625,0
2393969,,,,,,,,1.1875,-1.7265625,0.8671875,-0.197265625,0.177734375,-0.1953125,-0.203125,-9.46875,1.3515625,0
2393970,36.01295583,129.318809,18.841128,61.67486205,0,65535,,1.28125,-1.86328125,1.06640625,-0.037109375,0.216796875,0.048828125,-0.0859375,-9.62109375,1.54296875,0
